32.5282,313.105,-72.6717
32.6981,316.055,-74.4634
34.7772,317.723,-76.6442
33.0319,318.823,-76.647
30.9382,318.087,-76.4886
30.4547,314.405,-75.5988
30.1327,311.144,-73.8929
27.5691,311.342,-72.5245
25.6279,311.703,-71.6941
21.5897,312.611,-69.7365
17.6905,313.923,-69.081
14.6049,315.903,-69.3172
13.3329,317.815,-69.5707
14.6518,320.264,-69.6876
15.0787,321.567,-69.323
14.3931,323.677,-68.9456
13.3086,324.658,-68.3327
11.6395,326.258,-67.6429
10.1219,327.072,-66.6775
8.42733,326.39,-65.2952
8.41465,326.726,-63.9468
8.62333,326.815,-62.4044
7.93141,326.079,-60.9069
8.4463,325.338,-59.3063
9.74136,320.495,-56.6833
12.1547,318.247,-54.6368
12.2623,315.065,-52.9003
14.2828,307.847,-49.6349
16.4777,299.491,-45.5751
13.1367,293.714,-43.0001
16.2122,287.24,-40.3415
18.1193,282.99,-37.8632
12.1914,281.785,-35.2137
3.06332,281.651,-31.8137
-8.08783,273.983,-23.697
-16.8731,260.904,-16.8815
-26.1387,255.41,-14.1534
-29.8887,251.192,-9.23103
-33.6586,249.27,-8.11633
-32.7521,248.415,-6.73426
-26.3901,247.998,-1.84265
-28.6371,244.861,-0.584471
-33.1199,247.24,3.44039
-35.8489,246.797,6.89517
-38.7766,247.406,10.726
-40.7052,248.811,14.1699
-42.2653,250.761,17.8087
-36.7593,253.843,19.5356
-35.8089,254.627,21.1277
-43.3375,256.285,25.0699
-46.1283,259.198,28.5277
-48.1774,261.521,31.7974
-48.3231,262.633,35.0698
-47.5945,265.194,40.5602
-46.274,266.937,45.8582
-43.7862,267.605,50.4219
-42.193,267.352,53.5405
-40.5243,267.272,58.2483
-37.4319,267.513,61.4197
-35.8082,269.216,65.2858
-33.4412,269.658,69.9817
-31.6381,271.245,73.6813
-29.7172,271.275,77.3516
-27.4923,270.198,80.2327
-25.444,269.04,84.2112
-22.4854,268.619,88.465
-20.4618,269.187,91.534
-17.3761,269.671,94.9426
-15.9576,270.48,98.346
-16.29,271.235,101.885
-17.1421,272.163,105.751
-17.003,272.508,108.879
-16.4733,271.429,110.686
-14.1714,272.016,114.093
-11.713,272.9,117.296
-10.3849,273.483,120.337
-9.03757,273.235,123.288
-6.94909,269.105,127.586
-4.94882,266.366,131.733
-2.18264,268.438,137.113
-1.92253,271.077,142.157
-0.663127,276.2,142.065
3.30904,278.048,144.664
5.20243,279.675,147.483
7.72693,283.174,150.975
9.15481,287.002,153.493
13.4601,289.924,156.109
16.9722,293.31,158.557
21.4826,295.77,161.765
25.5301,298.81,164.206
27.5086,302.833,166.413
27.5089,307.224,168.778
27.0684,310.66,169.551
26.9396,313.327,169.45
30.1675,316.034,167.332
29.0894,315.581,159.123
29.6204,310.37,163.082
26.5945,307.36,156.351
23.5158,306.62,147.473
23.1639,308.15,142.066
22.0762,313.163,140.469
25.3837,332.227,144.06
25.3898,335.936,138.668
41.0556,355.918,150.951
52.9748,362.342,156.881
63.5865,373.884,165.714
72.5923,383.723,170.107
78.287,390.72,173.995
79.9531,400.358,176.992
78.9058,405.599,181.158
81.4061,409.398,180.136
81.4983,410.668,179.848
81.5574,414.005,178.624
77.8613,420.172,179.272
75.8,420.826,176.388
75.736,420.97,173.3
75.3714,418.598,167.793
73.3839,417.335,162.952
70.6685,412.029,154.648
64.4032,411.585,149.905
56.7814,411.488,145.849
54.3678,407.094,138.327
52.9384,400.831,126.826
46.9802,397.92,114.288
29.7202,381.931,76.4607
27.9595,375.444,69.4684
20.9975,368.956,58.0247
15.5031,361.381,47.6438
10.3865,353.055,38.0323
3.70343,346.896,29.0028
5.14205,334.782,26.1348
2.83922,325.813,23.2825
5.38732,318.274,18.5634
4.66171,311.791,12.4627
2.16044,306.671,6.17966
1.702,303.655,0.766489
-0.132745,299.025,-4.06268
-1.81165,295.854,-10.2422
-2.64065,293.356,-15.7706
-4.54199,292.055,-21.2913
-6.02254,289.924,-26.5241
-7.16488,287.947,-33.9909
-9.85606,286.911,-39.555
-12.166,284.01,-49.1806
-14.2365,283.48,-56.2988
-15.538,284.207,-60.9551
-14.0036,282.416,-63.978
-12.7462,281.234,-71.4473
-11.9207,280.211,-76.7061
-10.8601,278.903,-80.4808
-10.4299,277.865,-85.5258
-8.85238,279.752,-90.289
-7.19151,279.62,-94.7962
-5.77081,280.027,-97.5182
-3.46382,280.919,-99.489
-1.34125,282.755,-101.081
0.0505124,284.809,-102.664
2.28778,284.452,-103.79
1.41724,288.119,-107.483
21.8562,284.778,-98.317
21.8562,284.778,-98.317
22.2511,288.672,-99.7723
23.0683,292.235,-101.345
24.3724,295.145,-102.47
24.4758,298.966,-104.353
24.796,303.071,-106.852
25.2369,306.137,-108.976
26.3017,308.81,-110.21
27.2107,311.712,-111.03
29.1311,314.617,-111.11
31.0181,317.052,-110.565
33.4193,318.925,-110.784
34.9802,324.385,-111.545
36.7999,328.491,-112.956
39.2581,331.958,-113.616
40.7164,334.502,-113.208
42.9161,337.317,-112.057
45.557,340.007,-110.891
47.2819,339.292,-109.655
49.3646,341.512,-109.824
50.5341,343.091,-109.308
52.1998,343.43,-110.541
54.0926,343.634,-110.78
55.796,345.296,-111.402
56.7559,347.526,-109.98
58.5869,350.144,-108.75
59.5853,353.714,-108.192
60.169,356.539,-107.069
62.3071,357.863,-102.764
62.8251,358.756,-99.276
65.2973,357.616,-96.2528
68.078,355.41,-93.1865
71.4849,352.921,-93.1508
72.5758,352.397,-89.119
73.3488,352.85,-85.5373
74.684,353.121,-82.787
75.4608,353.533,-79.4321
76.2452,353.165,-75.283
77.2219,352.966,-72.3641
79.061,352.397,-70.2771
80.9206,352.149,-68.3723
82.9822,351.932,-66.9713
85.0027,351.03,-65.1639
86.4175,350.481,-63.4129
87.7892,349.362,-61.5884
88.5433,348.256,-59.0333
89.7832,347.419,-57.2749
90.2737,345.622,-54.4862
90.6332,343.645,-52.0069
91.1755,341.497,-50.4497
92.8014,340.581,-52.1642
93.7364,339.979,-53.4117
94.625,339.507,-54.3108
94.8535,338.648,-54.4241
94.5304,337.508,-54.4036
94.1646,336.314,-54.7316
93.6433,335.226,-54.8958
93.2171,334.17,-55.1316
92.2413,333.072,-55.419
90.9758,331.59,-55.4336
90.0502,329.932,-54.8623
88.8788,328.566,-54.3581
88.1195,326.837,-54.3312
87.4136,325.734,-53.9666
86.8842,323.707,-54.1974
86.4198,322.354,-54.4062
86.1717,321.416,-54.7486
85.7884,321.256,-54.3523
85.8739,322.135,-54.8853
86.0977,322.615,-55.2441
86.4847,323.491,-55.2793
86.9241,323.986,-55.2339
87.2863,324.381,-55.2752
87.6002,325.23,-55.358
88.1156,325.936,-55.0901
88.3516,326.604,-54.8893
89.0155,327.538,-54.7489
89.3824,328.411,-54.7009
89.2539,328.878,-54.385
88.9946,329.616,-53.7839
87.1194,330.466,-51.8336
84.3819,330.791,-49.2914
81.9232,332.02,-47.5225
79.8407,332.966,-46.3177
78.2097,333.029,-44.7815
76.5905,334.983,-44.3311
74.8873,336.776,-43.2345
73.305,339.061,-42.764
71.8826,339.386,-42.1666
61.2124,340.249,-36.915
59.5311,338.399,-35.0324
57.8527,337.474,-34.2423
54.5579,335.466,-32.7782
52.2859,333.948,-33.1774
63.1521,318.304,-25.9547
67.4297,312.493,-24.5617
69.2285,311.44,-23.3622
70.9737,311.75,-22.5519
70.0485,310.763,-22.3388
69.2251,310.277,-22.0599
66.654,311.256,-23.0935
65.508,312.418,-23.2969
63.4203,312.659,-24.0319
61.026,312.271,-24.7464
58.5548,311.56,-25.1282
55.7365,313.874,-26.2716
51.6247,315.177,-27.1772
48.0086,313.173,-27.0385
44.4008,330.974,-33.3896
33.3072,333.707,-33.7209
25.3079,339.558,-34.6646
19.6168,340.69,-34.8865
15.9446,341.642,-35.9843
12.8814,342.099,-36.2793
11.581,339.326,-35.4328
10.1442,338.293,-35.8358
9.10854,336.01,-35.8836
8.74172,336.699,-35.6248
8.92897,334.934,-35.5658
9.74853,334.044,-35.169
9.60915,333.349,-35.4136
8.91047,335.292,-35.9187
8.01782,336.826,-35.8226
8.17069,337.303,-36.0426
8.20541,338.139,-36.773
9.25542,339.243,-36.76
9.75884,342.856,-37.3083
10.1275,345.984,-37.5844
10.5264,351.294,-37.7369
10.4714,355.198,-37.839
11.1015,358.307,-37.8848
12.3263,360.852,-38.4615
12.9402,361.806,-38.4892
12.9878,363.624,-38.5532
12.8035,366.68,-39.6434
12.8773,368.355,-40.811
11.3873,371.881,-41.0454
12.9486,373.191,-48.3612
15.4721,379.204,-57.2903
17.2246,382.428,-68.0867
14.1835,385.981,-74.9821
18.5952,375.417,-66.3696
19.3146,367.236,-60.12
20.444,361.283,-55.3701
23.2909,358.491,-52.3272
24.3882,355.9,-50.1792
22.8374,353.355,-48.0224
21.9663,350.725,-46.2604
21.3234,348.494,-44.6505
21.4734,346.597,-43.4705
21.7957,346.17,-41.7426
22.8595,345.454,-41.1844
24.0505,345.037,-40.5883
25.2195,345.457,-41.6842
25.7719,346.387,-41.6285
23.6942,350.351,-38.9384
24.8707,351.991,-39.8941
25.8768,353.898,-42.2031
25.4881,353.422,-42.064
26.1395,353.026,-41.7961
26.1237,358.561,-41.116
25.5512,363.408,-41.3593
24.7663,367.256,-41.5248
25.0827,369.49,-41.2268
25.4889,370.951,-40.9447
25.8769,374.032,-41.1714
26.4819,375.615,-41.6044
27.3629,376.721,-42.1307
26.7922,376.246,-42.9165
27.348,374.935,-42.4902
27.5227,373.782,-42.6177
27.6343,371.927,-41.8116
26.7976,371.932,-39.8975
26.106,371.185,-38.8644
25.8644,370.33,-37.0446
25.512,370.498,-36.4971
25.083,369.434,-35.5674
24.6269,368.473,-34.9123
24.2967,367.677,-34.584
24.389,367.431,-34.3887
23.7141,367.132,-34.2008
23.6728,367.088,-34.0097
23.457,367.787,-34.4468
23.3141,369.102,-34.7166
23.2731,368.446,-34.5135
22.4793,368.364,-34.4213
22.6836,367.877,-34.4325
22.7397,368.057,-34.4995
22.7491,368.17,-34.4475
22.6521,368.273,-34.5058
22.7633,367.818,-34.1791
22.0678,368.338,-34.3057
22.0717,368.936,-34.6659
21.7372,368.725,-34.4736
21.8456,368.739,-34.5
22.5217,368.187,-34.4043
22.6924,368.126,-34.4999
23.0067,368.683,-34.7542
24.2364,370.508,-35.6283
23.9308,370.705,-35.8872
23.7419,369.522,-35.4489
23.8703,369.433,-35.5948
23.3429,369.25,-35.4523
23.2884,369.217,-35.4031
23.253,368.543,-35.1006
23.1043,367.986,-34.8049
22.8297,367.341,-34.5459
22.289,367.295,-33.9371
22.2185,367.467,-34.0733
22.2318,367.426,-33.8941
22.1015,368.691,-33.7429
21.6045,368.846,-33.8838
22.53,368.914,-33.7346
23.1228,368.724,-33.3233
23.1491,369.231,-32.8389
22.7949,368.806,-31.9132
21.9336,369.813,-31.1447
20.0841,371.615,-30.057
20.027,371.935,-30.0003
20.305,374.454,-29.4487
19.6713,374.257,-28.9877
20.2223,372.732,-28.7943
20.1682,370.913,-28.0404
20.2533,369.475,-28.0617
20.4383,368.429,-27.8316
18.6688,369.331,-26.1415
17.8607,371.525,-27.814
21.8711,371.618,-30.1017
23.4549,370.475,-30.2868
24.3837,370.02,-30.5938
25.2849,370.199,-30.3289
25.6468,371.195,-30.8613
26.1218,370.359,-30.4432
26.3978,369.527,-30.2287
26.261,369.328,-29.6583
26.4807,368.336,-28.7909
26.394,368.117,-28.2061
28.3169,368.68,-29.5109
28.4537,367.437,-28.8974
29.1406,369.174,-28.8744
28.5917,368.693,-27.9562
29.5738,368.426,-27.9752
29.4951,368.472,-27.8776
27.968,367.05,-26.2753
28.1609,367.22,-26.0869
27.8833,367.232,-25.4731
28.5108,367.758,-25.8223
29.394,369.417,-26.2354
29.2181,371.022,-25.7533
29.2054,370.838,-25.3891
29.1128,369.696,-24.8785
29.5293,369.611,-24.5949
28.1395,369.923,-24.5846
28.8273,370.783,-24.9201
28.3293,371.157,-23.8686
27.872,371.598,-23.2304
27.185,371.991,-22.5619
27.6022,372.506,-23.1674
27.74,373.715,-22.6614
28.0178,375.369,-22.1161
32.5511,362.28,-21.3581
36.8131,353.154,-20.8443
39.6179,345.985,-19.8802
38.9814,342.514,-18.6846
39.572,337.049,-18.6503
40.1914,332.896,-18.5076
41.943,335.022,-18.489
40.6508,337.488,-18.5797
41.6458,338.407,-18.8049
42.1805,336.255,-18.6025
43.2175,335.792,-17.8149
41.915,334.852,-17.4311
40.856,334.083,-17.1823
42.1123,332.067,-17.7179
43.1737,331.289,-17.6189
44.8255,330.306,-17.6517
45.5059,330.019,-17.3353
45.7172,328.065,-17.0276
47.285,323.531,-17.2155
48.3006,321.435,-17.338
47.6747,322.894,-17.0329
46.5338,325.46,-17.7821
46.42,327.299,-18.2746
44.0452,331.967,-18.445
45.0849,330.702,-17.6146
45.266,330.105,-17.667
45.3411,331.03,-17.3623
44.358,334.812,-17.5134
44.707,334.03,-17.4603
45.5418,329.573,-16.8668
47.391,327.841,-16.5782
46.7874,327.895,-16.5865
47.2224,326.874,-16.4867
48.4433,325.521,-16.5676
47.9823,322.336,-16.9981
49.0038,320.838,-16.7
48.5261,319.473,-15.9621
48.634,318.908,-15.8609
48.3492,319.314,-16.041
48.4298,318.472,-16.2008
47.9566,318.283,-15.8706
47.5922,319.307,-15.5815
47.8245,320.089,-15.4634
47.647,320.721,-15.5506
47.7806,319.915,-15.2524
48.0966,319.143,-14.9085
48.7163,318.304,-14.674
49.6789,316.638,-14.3729
49.5827,318.932,-14.0941
49.65,318.823,-14.133
49.8055,320.266,-13.9048
50.6922,319.529,-13.8136
50.609,318.901,-13.787
50.0937,317.161,-13.2719
50.0281,316.257,-13.2378
50.0051,316.195,-13.0673
49.6651,315.204,-12.5457
50.2101,315.024,-12.9119
50.8148,314.817,-12.92
51.3746,314.766,-12.7917
52.7081,313.848,-12.7699
52.8475,312.991,-14.3436
56.3939,308.429,-13.8675
55.8185,308.579,-14.2025
56.2716,314.104,-14.6125
56.2887,318.995,-14.7112
53.7548,323.078,-16.6681
52.8405,320.839,-16.7214
51.0714,322.647,-16.927
48.0931,325.127,-17.8169
46.06,327.866,-18.0499
45.5902,332.357,-18.4697
46.2419,331.947,-18.6927
46.9673,330.712,-18.2713
47.2033,327.329,-18.291
47.9715,326.001,-17.9816
47.8877,328.019,-17.0492
48.2824,324.353,-17.7368
48.5654,322.454,-18.3628
49.3599,321.843,-17.4578
